timestamp,event_type,description,type
2025-04-08 16:50:37,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:37,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:37,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:37,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:37,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:38,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:38,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:38,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:38,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:39,keypress,type something | opera.exe | Sign in to GitHub · GitHub - Opera ,browsing
2025-04-08 16:50:43,active_app,opera.exe | Discover gists - Opera ,browsing
2025-04-08 16:50:53,active_app,opera.exe | OAuth application authorized - Opera ,browsing
2025-04-08 16:50:58,active_app,opera.exe | Sample clickstream data - Opera ,browsing
2025-04-08 16:51:38,active_app,opera.exe | Facebook - Opera ,browsing
2025-04-08 16:51:43,active_app,opera.exe | Sample clickstream data - Opera ,browsing
2025-04-08 16:51:48,active_app,opera.exe | Build a clickstream analyzer using one-click deployment - Azure Stream Analytics | Microsoft Learn - Opera ,browsing
2025-04-08 16:52:25,keypress,type something | opera.exe | Build a clickstream analyzer using one-click deployment - Azure Stream Analytics | Microsoft Learn - Opera ,browsing
2025-04-08 16:52:25,keypress,type something | opera.exe | Build a clickstream analyzer using one-click deployment - Azure Stream Analytics | Microsoft Learn - Opera ,browsing
2025-04-08 16:52:28,active_app,Discord.exe | #pgr-n-wuwa | LB - Discord ,chatting
2025-04-08 16:52:32,keypress,type something | Discord.exe | #chung | lack of sleep - Discord ,chatting
2025-04-08 16:52:32,keypress,type something | Discord.exe | #chung | lack of sleep - Discord ,chatting
2025-04-08 16:52:33,keypress,type something | Discord.exe | #chung | lack of sleep - Discord ,chatting
2025-04-08 16:52:33,active_app,Discord.exe | #chung | lack of sleep - Discord ,chatting
2025-04-08 16:52:38,active_app,Discord.exe | #test | lack of sleep - Discord ,chatting
2025-04-08 16:52:48,active_app,Discord.exe | #pgr-n-wuwa | LB - Discord ,chatting
2025-04-08 16:52:53,active_app,Discord.exe | #🦄┃người-việt-gốc-cây | Cộng Đồng D2VN - Discord ,chatting
2025-04-08 16:53:08,active_app,Discord.exe | #💬┃rạp-xiếc-vũ-trụ | Cộng Đồng D2VN - Discord ,chatting
2025-04-08 16:53:28,active_app,opera.exe | Build a clickstream analyzer using one-click deployment - Azure Stream Analytics | Microsoft Learn - Opera ,browsing
2025-04-08 16:53:39,keypress,type something | opera.exe | Build a clickstream analyzer using one-click deployment - Azure Stream Analytics | Microsoft Learn - Opera ,browsing
2025-04-08 16:53:40,keypress,type something | opera.exe | Build a clickstream analyzer using one-click deployment - Azure Stream Analytics | Microsoft Learn - Opera ,browsing
2025-04-08 16:53:42,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 16:53:42,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 16:53:42,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 16:53:43,active_app,opera.exe | Speed Dial - Opera ,browsing
2025-04-08 16:53:48,active_app,opera.exe | Azure/azure-stream-analytics: Azure Stream Analytics - Opera ,browsing
2025-04-08 16:54:03,active_app,opera.exe | azure-stream-analytics/DataGenerators at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:54:08,active_app,opera.exe | azure-stream-analytics/DataGenerators/SecurityBadgeScan at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:54:13,active_app,opera.exe | azure-stream-analytics/BuildApplications/Images at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:54:18,active_app,opera.exe | azure-stream-analytics/BuildApplications/ClickStream at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:54:23,active_app,opera.exe | azure-stream-analytics/BuildApplications/ClickStream/ClickStreamDataGenerator/DataGeneratorFunction.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:54:38,active_app,Code.exe | collect_1.py - pythonProject - Visual Studio Code ,coding
2025-04-08 16:55:03,active_app,opera.exe | azure-stream-analytics/BuildApplications/ClickStream/ClickStreamDataGenerator/DataGeneratorFunction.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:55:08,active_app,opera.exe | azure-stream-analytics/BuildApplications/ClickStream/ClickStreamDataGenerator/DataGenerator.csproj at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:55:13,active_app,opera.exe |  ,browsing
2025-04-08 16:55:18,active_app,WinRAR.exe | CodePackage.zip (evaluation copy) ,other
2025-04-08 16:55:28,active_app,explorer.exe | C:\Users\My PC\Downloads ,other
2025-04-08 16:55:33,active_app,opera.exe | azure-stream-analytics/BuildApplications/ClickStream/ClickStreamDataGenerator/CodePackage.zip at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:55:43,active_app,opera.exe | azure-stream-analytics/DataGenerators/SecurityBadgeScan/SecurityBadgeScan/EventHubObserver.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:55:58,active_app,opera.exe | azure-stream-analytics/DataGenerators/SecurityBadgeScan/SecurityBadgeScan/Program.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:56:08,active_app,opera.exe | azure-stream-analytics/DataGenerators/SecurityBadgeScan/SecurityBadgeScan/packages.config at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:56:18,active_app,opera.exe | azure-stream-analytics/DataGenerators/SecurityBadgeScan/SecurityBadgeScan/Entities/EventHubConfig.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:56:23,active_app,opera.exe | azure-stream-analytics/DataGenerators/SecurityBadgeScan/SecurityBadgeScan/Entities/Badge.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:56:28,active_app,opera.exe | azure-stream-analytics/DataGenerators/SecurityBadgeScan/SecurityBadgeScan/Properties/AssemblyInfo.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:56:33,active_app,opera.exe | azure-stream-analytics/DataGenerators/SecurityBadgeScan/SecurityBadgeScan/Scenario/ReadMe.txt at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:56:43,active_app,opera.exe | azure-stream-analytics/DataGenerators/SensorEventGenerator/SensorEventGenerator at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:56:48,active_app,opera.exe | azure-stream-analytics/DataGenerators/SensorEventGenerator/SensorEventGenerator/Properties/AssemblyInfo.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:56:53,active_app,opera.exe | azure-stream-analytics/DataGenerators/SensorEventGenerator/SensorEventGenerator/Scenario/ReadMe.txt at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:57:08,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/Properties/AssemblyInfo.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:57:13,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/CDRrecord.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:57:38,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/CallStore.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:58:33,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/GenConfig.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 16:58:38,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/Program.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:00:18,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/README.md at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:00:23,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/app.config at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:00:28,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/telcodatagen.csproj.user at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:00:33,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/telcodatagen.sln at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:00:43,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGenerator/telcodatagen.suo at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:00:48,active_app,explorer.exe | C:\Users\My PC\Downloads ,other
2025-04-08 17:00:53,active_app,devenv.exe | Microsoft Visual Studio Community 2022 ,other
2025-04-08 17:00:58,active_app,devenv.exe | telcodatagen.suo - Microsoft Visual Studio ,other
2025-04-08 17:01:08,active_app,devenv.exe | Solution1 - Microsoft Visual Studio ,other
2025-04-08 17:01:13,active_app,devenv.exe | Select Folder ,other
2025-04-08 17:01:18,active_app,devenv.exe | pythonProject - Microsoft Visual Studio ,other
2025-04-08 17:01:33,active_app,devenv.exe | Select Folder ,other
2025-04-08 17:01:43,active_app,devenv.exe | pythonProject - Microsoft Visual Studio ,other
2025-04-08 17:01:53,active_app,devenv.exe | Show or Hide Debug Targets ,other
2025-04-08 17:01:58,active_app,explorer.exe | C:\Users\My PC\Downloads ,other
2025-04-08 17:02:08,active_app,Code.exe | collect_1.py - pythonProject - Visual Studio Code ,coding
2025-04-08 17:02:13,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGeneratorCore/App.config at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:02:17,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:17,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:18,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:18,active_app,opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:18,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:19,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:19,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:19,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:19,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:20,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:20,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:20,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:20,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:21,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:23,active_app,opera.exe | suo file - Tìm trên Google - Opera ,browsing
2025-04-08 17:02:28,active_app,opera.exe | Solution User Options (.suo) File - Visual Studio (Windows) | Microsoft Learn - Opera ,browsing
2025-04-08 17:02:33,active_app,opera.exe | Project Solution (.sln) file - Visual Studio (Windows) | Microsoft Learn - Opera ,browsing
2025-04-08 17:02:41,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:41,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:41,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:41,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:42,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:42,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:02:43,active_app,opera.exe | sln - Tìm trên Google - Opera ,browsing
2025-04-08 17:02:48,active_app,opera.exe | google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiB3cGhl8iMAxVFe_UHHeqYLoQQFnoECBYQAQ&url=https%3A%2F%2Fsupport.microsoft.com%2Fvi-vn%2Foffice%2Fsln-ha%25CC%2580m-sln-cdb666e5-c1c6-40a7-806a-e695edc2f1c8&usg=AOvVaw1tIH7BacE0Dn9PHDuwsE9a&opi=89978449 - Opera ,browsing
2025-04-08 17:02:53,active_app,opera.exe | SLN (Hàm SLN) - Hỗ trợ của Microsoft - Opera ,browsing
2025-04-08 17:02:56,keypress,type something | opera.exe | sln - Tìm trên Google - Opera ,browsing
2025-04-08 17:02:58,keypress,type something | opera.exe | sln - Tìm trên Google - Opera ,browsing
2025-04-08 17:02:58,keypress,type something | opera.exe | sln - Tìm trên Google - Opera ,browsing
2025-04-08 17:02:58,keypress,type something | opera.exe | sln - Tìm trên Google - Opera ,browsing
2025-04-08 17:02:58,keypress,type something | opera.exe | sln - Tìm trên Google - Opera ,browsing
2025-04-08 17:02:58,active_app,opera.exe | sln - Tìm trên Google - Opera ,browsing
2025-04-08 17:02:59,keypress,type something | opera.exe | sln - Tìm trên Google - Opera ,browsing
2025-04-08 17:03:00,keypress,type something | opera.exe | sln - Tìm trên Google - Opera ,browsing
2025-04-08 17:03:03,active_app,opera.exe | (SLN) - Opera ,browsing
2025-04-08 17:03:13,active_app,opera.exe | What language are Visual Studio solution (.sln) files written in? - Software Engineering Stack Exchange - Opera ,browsing
2025-04-08 17:03:23,active_app,opera.exe | Solution (.Sln) File - Visual Studio 2015 | Microsoft Learn - Opera ,browsing
2025-04-08 17:07:58,active_app,opera.exe | What language are Visual Studio solution (.sln) files written in? - Software Engineering Stack Exchange - Opera ,browsing
2025-04-08 17:08:03,active_app,opera.exe | Project Solution (.sln) file - Visual Studio (Windows) | Microsoft Learn - Opera ,browsing
2025-04-08 17:08:08,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGeneratorCore/CDRrecord.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:08:18,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGeneratorCore/CallStore.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:08:23,active_app,Code.exe | user_logs.csv - pythonProject - Visual Studio Code ,coding
2025-04-08 17:08:28,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGeneratorCore/GenConfig.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:08:33,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGeneratorCore/Program.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:08:53,active_app,opera.exe | azure-stream-analytics/DataGenerators/TelcoGeneratorCore/TelcoGeneratorCore.csproj at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:09:03,active_app,opera.exe | azure-stream-analytics/DataGenerators/LICENSE.txt at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:09:08,active_app,opera.exe | azure-stream-analytics/DataGenerators/DataGeneratorsCore.sln at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:09:13,active_app,opera.exe | azure-stream-analytics/DataGenerators/TwitterClientCore/TwitterStream.cs at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:09:28,active_app,opera.exe | azure-stream-analytics/Sample Data/CarWeights.json at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:09:38,active_app,opera.exe | azure-stream-analytics/Sample Data/Entry.json at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:09:48,active_app,opera.exe | azure-stream-analytics/DataGenerators/DataGeneratorsCore.sln at master · Azure/azure-stream-analytics - Opera ,browsing
2025-04-08 17:09:53,active_app,opera.exe | clickstream data example - Tìm trên Google - Opera ,browsing
2025-04-08 17:09:58,active_app,opera.exe | Clickstream Analysis with SQL: a Step-by-Step Guide | Upsolver - Opera ,browsing
2025-04-08 17:10:26,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:26,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:26,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:27,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:27,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:27,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:27,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:27,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:28,active_app,opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:28,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:29,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:29,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:29,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:30,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:30,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:30,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:30,keypress,type something | opera.exe | Speed Dial - Opera ,browsing
2025-04-08 17:10:33,active_app,opera.exe | Powerful application security from the Cloudflare edge | Cloudflare - Opera ,browsing
2025-04-08 17:10:53,active_app,opera.exe | Cloudflare Dashboard | Manage Your Account - Opera ,browsing
2025-04-08 17:10:58,active_app,opera.exe | Đăng nhập - Tài khoản Google - Opera ,browsing
2025-04-08 17:11:03,active_app,opera.exe | Cloudflare Dashboard | Manage Your Account - Opera ,browsing
2025-04-08 17:11:13,active_app,opera.exe | Manage Account | Billing | Vietdcom1234@gmail.com's Account | Cloudflare - Opera ,browsing
2025-04-08 17:11:28,active_app,opera.exe | amazon s3 - Tìm trên Google - Opera ,browsing
2025-04-08 17:11:38,active_app,opera.exe | Lưu trữ đối tượng trên đám mây – Amazon S3 – Amazon Web Services - Opera ,browsing
2025-04-08 17:12:03,active_app,Discord.exe | #test | lack of sleep - Discord ,chatting
2025-04-08 17:12:08,active_app,Discord.exe | #source | lack of sleep - Discord ,chatting
2025-04-08 17:12:18,active_app,Discord.exe | #aws-accesskeys | lack of sleep - Discord ,chatting
2025-04-08 17:12:23,active_app,Discord.exe | #chung | lack of sleep - Discord ,chatting
2025-04-08 17:13:13,active_app,Discord.exe | #emote | lack of sleep - Discord ,chatting
2025-04-08 17:13:18,active_app,Discord.exe | #technology | lack of sleep - Discord ,chatting
2025-04-08 17:13:23,active_app,Discord.exe | #project | lack of sleep - Discord ,chatting
2025-04-08 17:13:33,active_app,Discord.exe | #docs | lack of sleep - Discord ,chatting
2025-04-08 17:13:38,active_app,Discord.exe | #project | lack of sleep - Discord ,chatting
2025-04-08 17:14:38,active_app,Discord.exe | #docs | lack of sleep - Discord ,chatting
2025-04-08 17:14:43,active_app,Discord.exe | #community | lack of sleep - Discord ,chatting
2025-04-08 17:14:48,active_app,Discord.exe | #backup | lack of sleep - Discord ,chatting
2025-04-08 17:14:53,active_app,Discord.exe | #material | lack of sleep - Discord ,chatting
2025-04-08 17:15:08,active_app,Discord.exe | #deathnote | lack of sleep - Discord ,chatting
2025-04-08 17:15:23,active_app,Discord.exe | #test | lack of sleep - Discord ,chatting
2025-04-08 17:15:53,active_app,Discord.exe | #source | lack of sleep - Discord ,chatting
2025-04-08 17:15:58,active_app,Discord.exe | #crawler | lack of sleep - Discord ,chatting
2025-04-08 17:16:03,active_app,Discord.exe | #source | lack of sleep - Discord ,chatting
2025-04-08 17:16:08,active_app,Discord.exe | #technology | lack of sleep - Discord ,chatting
2025-04-08 17:16:13,active_app,Discord.exe | #chung | lack of sleep - Discord ,chatting
2025-04-08 17:16:23,active_app,Discord.exe | #profile | lack of sleep - Discord ,chatting
2025-04-08 17:16:28,active_app,Discord.exe | #backup | lack of sleep - Discord ,chatting
2025-04-08 17:16:33,active_app,Discord.exe | #docs | lack of sleep - Discord ,chatting
2025-04-08 17:16:43,active_app,Discord.exe | #project | lack of sleep - Discord ,chatting
2025-04-08 17:16:48,active_app,Discord.exe | #emote | lack of sleep - Discord ,chatting
2025-04-08 17:16:53,active_app,Discord.exe | #technology | lack of sleep - Discord ,chatting
2025-04-08 17:16:58,active_app,Discord.exe | #source | lack of sleep - Discord ,chatting
2025-04-08 17:17:18,active_app,Discord.exe | #crawler | lack of sleep - Discord ,chatting
2025-04-08 17:17:23,active_app,Discord.exe | #source | lack of sleep - Discord ,chatting
2025-04-08 17:17:38,active_app,opera.exe |  ,browsing
2025-04-08 17:17:51,keypress,type something | opera.exe |  ,browsing
2025-04-08 17:17:52,keypress,type something | opera.exe |  ,browsing
2025-04-08 17:17:57,keypress,type something | opera.exe |  ,browsing
2025-04-08 17:17:57,keypress,type something | opera.exe |  ,browsing
2025-04-08 17:17:58,keypress,type something | opera.exe |  ,browsing
2025-04-08 17:17:58,keypress,type something | opera.exe |  ,browsing
2025-04-08 17:18:01,keypress,type something | Discord.exe | #source | lack of sleep - Discord ,chatting
2025-04-08 17:18:01,keypress,type something | Discord.exe | #source | lack of sleep - Discord ,chatting
2025-04-08 17:18:02,keypress,type something | Discord.exe | #source | lack of sleep - Discord ,chatting
